id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,07:30-07:45,7,,,,,,,97,,,,,,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,07:45-08:00,9,,,,,,,88,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,08:00-08:15,16,,,,,,,83,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,08:15-08:30,14,,,,,,,95,,,,,,1,,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,08:30-08:45,21,,,,,,,99,,,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,08:45-09:00,8,,,,,,,62,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,09:00-09:15,2,,,,,,,23,,,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,09:15-09:30,3,,,,,,,18,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,09:30-09:45,4,,,,,,,26,,,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,09:45-10:00,3,,,,,,,17,,,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,10:00-10:15,,,,,,,,15,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,10:15-10:30,1,,,,,,,13,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,10:30-10:45,,,,,,,,12,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,10:45-11:00,1,,,,,,,14,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,11:00-11:15,2,,,,,,,18,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,11:15-11:30,1,,,,,,,16,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,11:30-11:45,1,,,,,,,13,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,11:45-12:00,,,,,,,,12,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,12:00-12:15,3,,,,,,,28,,,,,,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,12:15-12:30,1,,,,,,,23,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,12:30-12:45,,,,,,,,17,,,,,,,,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,12:45-13:00,1,,,,,,,32,,,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,14:00-14:15,1,,,,,,,27,,,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,14:15-14:30,2,,,,,,,24,,,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,14:30-14:45,5,,,,,,,38,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,14:45-15:00,6,,,,,,,51,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,15:00-15:15,2,,,,,,,49,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,15:15-15:30,4,,,,,,,54,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,15:30-15:45,3,,,,,,,57,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,15:45-16:00,1,,,,,,,59,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,16:00-16:15,1,,,,,,,58,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,16:15-16:30,2,,,,,,,53,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,16:30-16:45,3,,,,,,,72,,,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,16:45-17:00,2,,,,,,,84,,,,,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,17:00-17:15,1,,,,,,,96,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,17:15-17:30,2,,,,,,,91,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,17:30-17:45,3,,,,,,,88,,,,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/39TH%20STREET%20%26%20KLINGLE%20PLACE%20NW.txt,39TH STREET NW & KLINGLE PLACE,x,12/5/2001,17:45-18:00,2,,,,,,,93,,,,,,,,,,,,,
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,07:00-07:15,1,18,2,,12,1,2,16,,2,6,,,,4,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,07:15-07:30,,16,1,1,5,,,9,1,,10,2,1,2,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,07:30-07:45,1,30,1,2,16,,1,13,,3,16,,,,2,9,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,07:45-08:00,1,16,1,4,8,1,,3,,1,8,1,,1,1,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,08:00-08:15,1,10,,2,10,,,2,,,19,,,1,2,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,08:15-08:30,,9,1,,6,,1,1,1,,5,1,,3,2,1,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,08:30-08:45,1,10,2,1,13,,,6,,1,6,,,,3,2,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,08:45-09:00,,6,1,3,8,,,3,,,4,,,,1,1,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,09:00-09:15,,4,,1,7,1,1,5,,,2,2,,4,2,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,09:15-09:30,,3,1,,3,,,3,,,,,,1,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,09:30-09:45,,3,,,2,,,1,,1,1,,,,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,09:45-10:00,,1,,,1,,,4,,,1,,,,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,10:00-10:15,,2,,,1,,1,4,,,3,,,,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,10:15-10:30,,1,,,2,,,3,,1,4,1,,,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,10:30-10:45,,2,,,1,,1,4,,1,4,,,,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,10:45-11:00,,1,1,,1,,,8,,2,1,2,,2,1,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,11:00-11:15,,3,1,,2,,2,1,,1,3,1,,,1,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,11:15-11:30,,2,,,1,,,1,,1,3,,,3,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,11:30-11:45,1,4,,,2,,1,5,,1,6,1,,2,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,11:45-12:00,,3,,1,1,,,5,,,2,,,2,1,1,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,12:00-12:15,1,3,1,2,2,,,1,,,1,,,1,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,12:15-12:30,1,10,1,1,5,1,,3,,1,2,1,,3,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,12:30-12:45,,5,1,,3,,,5,,1,,1,,6,1,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,12:45-13:00,1,4,2,1,4,1,1,7,1,2,1,,,,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,14:00-14:15,,3,1,,2,,1,11,,2,3,,,1,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,14:15-14:30,1,2,,1,1,1,,3,,,6,1,,,1,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,14:30-14:45,1,1,1,,,,1,3,,2,1,1,,,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,14:45-15:00,,2,,,1,,,3,,,5,,,1,2,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,15:00-15:15,,3,1,,2,,,5,,1,4,,,1,2,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,15:15-15:30,1,4,,1,3,,,3,,2,3,1,,,1,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,15:30-15:45,1,4,1,1,3,1,,6,,2,3,1,,1,2,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,15:45-16:00,1,5,,,4,1,,3,,1,4,1,,1,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,16:00-16:15,1,8,,,5,1,,4,,,5,,,2,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,16:15-16:30,,4,,1,4,,1,5,,1,8,,,2,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,16:30-16:45,1,3,1,,3,1,,3,,,5,1,,,,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,16:45-17:00,1,2,,,3,,,5,2,,7,1,1,3,1,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,17:00-17:15,,1,,,6,,,4,3,1,1,1,,3,2,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,17:15-17:30,1,3,,1,4,,1,3,1,1,3,1,1,,1,1,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,17:30-17:45,,3,,,3,,,5,,,5,,,2,2,,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/45TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,45TH STREET NW & CHESAPEAKE STREET,x,12/5/2001,17:45-18:00,1,4,1,,1,,1,3,,,3,1,,,,,,,,,,38.951041,-77.088634
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,,38.951041,-77.088634
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,07:00-07:15,,4,3,6,36,3,1,25,1,3,13,3,,1,1,3,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,07:15-07:30,3,7,2,2,52,,1,38,2,2,20,1,2,1,1,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,07:30-07:45,,3,5,9,29,4,1,19,1,1,13,2,,,,1,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,07:45-08:00,2,5,3,4,41,1,2,34,2,1,9,1,2,1,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,08:00-08:15,6,6,3,1,71,,,26,1,,4,,,,,2,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,08:15-08:30,2,,3,1,68,,,30,,,13,,3,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,08:30-08:45,2,6,1,1,43,1,1,38,,,9,,,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,08:45-09:00,2,3,1,,89,1,,29,,,7,,4,,,2,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,09:00-09:15,2,3,6,2,56,,1,17,1,1,6,,1,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,09:30-09:45,1,3,,1,23,,,9,,,1,,,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,09:45-10:00,,,,1,56,1,1,7,,,,,,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,10:00-10:15,,2,,2,39,1,,13,,,2,,,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,10:15-10:30,1,1,1,1,27,,1,12,,1,1,,1,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,10:30-10:45,1,1,2,1,23,,,16,1,1,2,,1,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,10:45-11:00,,3,,3,22,1,1,14,,,4,,1,,,1,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,11:00-11:15,,,,2,25,,1,12,,1,3,1,1,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,11:15-11:30,1,2,1,1,16,,,17,,,2,,1,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,11:30-11:45,1,5,,2,48,,,24,,1,1,,6,,,,,,,,,38.951040,-77.090609
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2001/December/46TH%20STREET%20%26%20CHESAPEAKE%20STREET%20NW.txt,46TH STREET NW & CHESAPEAKE STREET,x,12/6/2001,11:45-12:00,1,,,2,25,,1,31,,,,,,,1,,,,,,,38.951040,-77.090609
